,player_name,birth_year,birthplace,popularity
4163,Ernie Vandeweghe,1928,Montreal,8
4164,Dan Dickau,1978,Portland,11
4165,Hamed Afagh,1983,Mashhad,10
4166,Thierry Rupert,1977,Gonesse,6
4167,Anthony Morrow,1985,Charlotte,22
4168,"Roger Mason, Jr.",1980,"Washington, D.C.",16
4169,Eric Mobley,1970,The Bronx,7
4170,Paul Dawkins,1957,Saginaw,7
4171,Charles Kornegay,1974,Dudley,7
4172,Jerome Lane,1966,Akron,10
4173,Anthony Tolliver,1985,Springfield,16
4174,Donnie Boyce,1973,Chicago,9
4175,Phil Chenier,1950,Berkeley,14
4176,Juan Pedro Gutiérrez,1983,9 de Julio,14
4177,Tomas Masiulis,1975,Kaunas,16
4178,Rick Robey,1956,Coral Gables,9
4179,Jay Vincent,1959,Kalamazoo,13
4180,Guy Rodgers,1935,Philadelphia,13
4181,Lucien Rebuffic,1921,Bois-Colombes,12
4182,James Forbes,1952,Fort Novosel,15
4183,Zelmo Beaty,1939,Hillister,16
4184,Mychal Thompson,1956,Nassau,15
4185,Evgeni Kisurin,1969,Novosibirsk,9
4186,Adonal Foyle,1975,Canouan,17
4187,Julian Wright,1987,Chicago,11
4188,Trenton Hassell,1979,Clarksville,13
4189,Nenad Marković,1968,Doboj,13
4190,Norm Van Lier,1947,East Liverpool,14
4191,Ignacio Solozábal,1958,Barcelona,14
4192,Darius Lukminas,1968,Kaunas,10
4193,Francisco García,1981,Santo Domingo,20
4194,Brian Winters,1952,Queens,13
4195,Frank Selvy,1932,Corbin,13
4196,Slaven Rimac,1974,Zagreb,15
4197,Carl Braun,1927,Brooklyn,14
4198,Larry Costello,1931,Minoa,12
4199,Craig Smith,1983,Inglewood,11
4200,Andrei Fetisov,1972,Novokuznetsk,12
4201,Frank Hamblen,1947,Terre Haute,9
4202,Darrall Imhoff,1938,San Gabriel,22
4203,Vince Boryla,1927,East Chicago,22
4204,Ron Boone,1946,Oklahoma City,16
4205,Antonio Gates,1980,Detroit,10
4206,Will Perdue,1965,Melbourne,15
4207,Tony Massenburg,1967,Sussex County,13
4208,Jānis Krūmiņš,1930,Raiskums,26
4209,Kirk Snyder,1983,Los Angeles,10
4210,D. J. Strawberry,1985,New York City,11
4211,Rashard Griffith,1974,Chicago,10
4212,Ratko Varda,1979,Gradiška,12
4213,Paul Seymour,1928,Toledo,11
4214,Terry Porter,1963,Milwaukee,17
4215,Alex Garcia,1980,São Paulo,13
4216,Brian Taylor,1951,Perth Amboy,13
4217,Darnell Jackson,1985,Oklahoma City,15
4218,Royal Ivey,1981,Harlem,13
4219,Jim McMillian,1948,Raeford,12
4220,Chuck Nevitt,1959,Cortez,10
4221,Leon Wood,1962,Columbia,14
4222,Wayne Embry,1937,Springfield,13
4223,Scott Wedman,1952,Harper,14
4224,Isaiah Rider,1971,Oakland,14
4225,Darrell Walker,1961,Chicago,16
4226,William Bedford,1963,Memphis,12
4227,Joe Kleine,1962,Colorado Springs,17
4228,Bill Hougland,1930,Caldwell,16
4229,George McGinnis,1950,Indianapolis,14
4230,Conrad McRae,1971,New York City,9
4231,Luke Jackson,1981,Eugene,12
4232,Valdis Valters,1957,Riga,14
4233,Bob Dandridge,1947,Richmond,14
4234,Rafael Jofresa,1966,Barcelona,10
4235,Charles O'Bannon,1975,Bellflower,9
4236,Denham Brown,1983,Toronto,8
4237,Armen Gilliam,1964,Pittsburgh,16
4238,Johnny Kerr,1932,Chicago,15
4239,Jon McGlocklin,1943,Franklin,12
4240,Nick Anderson,1968,Chicago,16
4241,Dalibor Bagarić,1980,Munich,19
4242,Paul Silas,1943,Prescott,15
4243,Hersey Hawkins,1966,Chicago,19
4244,Cliff Levingston,1961,San Diego,13
4245,Joe Alexander,1986,Kaohsiung,16
4246,Petar Popović,1979,Belgrade,11
4247,Jeff Foster,1977,San Antonio,13
4248,Loren Woods,1978,St. Louis,10
4249,Jamie Arnold,1975,Detroit,11
4250,Jimmy Rodgers,1943,Oak Park,9
4251,Ernie Calverley,1924,Pawtucket,14
4252,Quintin Dailey,1961,Baltimore,12
4253,Modestas Paulauskas,1945,Kretinga,20
4254,Elmore Smith,1949,Macon,15
4255,Bill Bridges,1939,Hobbs,15
4256,Xavier McDaniel,1963,Columbia,16
4257,Ernie Grunfeld,1955,Satu Mare,17
4258,Pete Chilcutt,1968,Sumter,10
4259,Mindaugas Timinskas,1974,Šilutė,15
4260,Walter Berry,1964,New York City,15
4261,Speedy Claxton,1978,Queens,14
4262,Audie Norris,1960,Jackson,9
4263,Randy White,1967,Shreveport,9
4264,Moustapha Sonko,1972,Paris,13
4265,Mel Hutchins,1928,Sacramento,14
4266,Reggie Evans,1980,Pensacola,20
4267,Lou Hudson,1944,Greensboro,14
4268,Mike Fratello,1947,Hackensack,16
4269,Juan Espil,1968,Bahía Blanca,10
4270,Gene Shue,1931,Baltimore,14
4271,Walt Hazzard,1942,Wilmington,17
4272,Antoine Wright,1984,West Covina,9
4273,Mile Ilić,1984,Tuzla,12
4274,Lawrence Roberts,1982,Houston,12
4275,Aaron McGhee,1979,Aurora,7
4276,Jim Boylan,1955,Jersey City,8
4277,Mate Skelin,1974,Zagreb,6
4278,Malik Hairston,1987,Detroit,13
4279,John Allen,1982,Coatesville,6
4280,Chris Thomas,1982,Indianapolis,7
4281,Teófilo Cruz,1942,Santurce,9
4282,Shawne Williams,1986,Memphis,14
4283,Erman Kunter,1956,Istanbul,11
4284,John Celestand,1977,Houston,10
4285,Desmon Farmer,1981,Flint,10
4286,Marty Conlon,1968,The Bronx,7
4287,Taurean Green,1986,Fort Lauderdale,12
4288,Joe Fulks,1921,Birmingham,16
4289,Keith Gatlin,1964,Newark,6
4290,Jahmar Thorpe,1984,Morristown,5
4291,Casey Calvary,1979,Würzburg,5
4292,Xavi Rabaseda,1989,Ripoll,12
4293,Marcus Webb,1970,Montgomery,6
4294,Pablo Laso,1967,Vitoria-Gasteiz,20
4295,Andrew Wisniewski,1981,Staten Island,8
4296,Kenny Adeleke,1983,Lagos,9
4297,Bryon Russell,1970,San Bernardino,10
4298,Robert Hite,1984,Cincinnati,8
4299,John Jenkins,1991,Hendersonville,14
4300,Lynetta Kizer,1990,Woodbridge,10
4301,Jordan Hamilton,1990,Los Angeles,16
4302,Kelenna Azubuike,1983,London,14
4303,Kieron Achara,1983,Stirling,11
4304,John Bryant,1987,Berkeley,11
4305,Diego Osella,1969,Oncativo,7
4306,Andrés Guibert,1968,Havana,8
4307,Jonas Wohlfarth-Bottermann,1990,Bonn,9
4308,Tim Perry,1965,Freehold Borough,7
4309,Jack Toomay,1922,Ontario,5
4310,Garth Joseph,1973,Roseau,10
4311,Jannik Freese,1986,Oldenburg,6
4312,Mieczysław Łopatka,1939,Drachowo,7
4313,Chris Childs,1967,Bakersfield,7
4314,Amara Sy,1981,Paris,9
4315,Jack Ramsay,1925,Philadelphia,15
4316,Gary Alexander,1969,Jacksonville,12
4317,Ruslan Avleev,1976,Sarapul,7
4318,Jason Conley,1981,Chevy Chase,5
4319,Eddie Casiano,1972,Manhattan,6
4320,Goran Jagodnik,1974,Koper,16
4321,Katie Gearlds,1984,Beech Grove,6
4322,Joseph Brennan,1900,Brooklyn,5
4323,Thurl Bailey,1961,"Washington, D.C.",18
4324,Joe Ira Clark,1975,Fort Worth,6
4325,Tharon Mayes,1968,New Haven,7
4326,George Zidek,1973,Zlín,12
4327,George Montgomery,1962,Chicago,6
4328,John Patrick,1968,,7
4329,Luther Wright,1971,Jersey City,7
4330,Ubiratan Pereira Maciel,1944,São Paulo,13
4331,Uroš Tripković,1986,Čačak,14
4332,Billy Thomas,1975,Shreveport,7
4333,Milan Tomić,1973,Belgrade,11
4334,Vernon Macklin,1986,Portsmouth,9
4335,"Mike Dunleavy, Sr.",1954,Brooklyn,15
4336,David Jelínek,1990,Brno,17
4337,Antonio Granger,1976,Detroit,6
4338,Jerry Colangelo,1939,Chicago Heights,11
4339,Jack Gardner,1910,Texico,6
4340,Keith Simmons,1985,Kingston,6
4341,Nils Mittmann,1979,Brunswick,5
4342,Skeeter Henry,1967,Dallas,7
4343,Daniel Horton,1984,Baton Rouge,6
4344,Gerald Brown,1975,Los Angeles,8
4345,Joel Mason,1912,Michigan,5
4346,Cezary Trybański,1979,Warsaw,7
4347,Josh Carter,1986,Dallas,12
4348,Jason Collier,1977,Springfield,12
4349,John Goldsberry,1982,Vandalia,6
4350,Othello Hunter,1986,Winston-Salem,17
4351,Paul Grant,1974,Pittsburgh,8
4352,Don Henriksen,1929,Palo Alto,5
4353,Leon Smith,1980,Chicago,6
4354,Ricky Pierce,1959,Dallas,17
4355,LeRon Ellis,1969,Los Angeles,7
4356,Jerry Green,1980,Pomona,7
4357,Eric Johnson,1966,Brooklyn,7
4358,Marin Rozić,1983,Mostar,11
4359,Chris Taft,1985,Brooklyn,7
4360,LaMarr Greer,1976,Voorhees Township,6
4361,Jay Williams,1981,Plainfield,18
4362,Jason Cain,1985,Philadelphia,8
4363,Randy Allen,1965,Milton,8
4364,Yuval Naimy,1985,Jerusalem,6
4365,Moncho López,1969,Ferrol,7
4366,Slobodan Subotić,1956,Herceg Novi,8
4367,Rafael Luz,1992,Araçatuba,10
4368,Ken Murray,1928,West Orange,6
4369,Gary Phillips,1939,Quincy,7
4370,Kevin Hamilton,1984,Queens,6
4371,Isaiah Swann,1985,Germantown,7
4372,Vladimir Torban,1932,Moscow,11
4373,Efthimis Bakatsias,1968,Athens,6
4374,Jay Heaps,1976,Nashua,11
4375,Dmitri Sokolov,1985,Stavropol,11
4376,Juhani Salmenkylä,1932,Helsinki,7
4377,Don Meineke,1930,Dayton,16
4378,Hugo Sconochini,1971,Cañada de Gómez,12
4379,Mike Dodd,1957,Manhattan Beach,11
4380,Wilbert Frazier,1942,Minden,6
4381,Damir Šolman,1948,Zagreb,15
4382,Bryan Bailey,1980,Hempstead,5
4383,Dave Wohl,1949,Queens,5
4384,Tristan Thompson,1991,Brampton,25
4385,Denis Marconato,1975,Treviso,20
4386,Luis Flores,1981,Santo Domingo,11
4387,Sedale Threatt,1961,Atlanta,6
4388,Héctor García Otero,1926,Montevideo,12
4389,Cindy Brown,1965,Portland,15
4390,Mirza Begić,1985,Bijeljina,19
4391,Von Wafer,1985,Homer,13
4392,Butch Carter,1958,Springfield,8
4393,Willie Jenkins,1981,Flint,5
4394,Chris Hunter,1984,Gary,9
4395,Emir Mutapčić,1960,Zenica,17
4396,Bud Grant,1927,Superior,10
4397,Steven Gray,1989,Port Hadlock-Irondale,11
4398,Vytautas Kulakauskas,1920,Kuršėnai,8
4399,Sergei Anatoljewitsch Babkow,1967,Biysk,12
4400,Al Thornton,1983,Perry,16
4401,Tony Brown,1960,Chicago,8
4402,Ye Li,1981,Shanghai,10
4403,Liveris Andritsos,1959,Athens,7
4404,John Salley,1964,Brooklyn,21
4405,Christian Steinmetz,1882,Milwaukee,6
4406,Kenny Lofton,1967,East Chicago,8
4407,Sergei Bazarevich,1965,Moscow,21
4408,Marko Banić,1984,Zadar,18
4409,Nacho Llovet,1991,Barcelona,6
4410,Michael Cooper,1956,Los Angeles,16
4411,Art Chapman,1912,Victoria,13
4412,Steve Goodrich,1976,City of Brussels,7
4413,Iván Corrales,1974,Plasencia,8
4414,Jalen Rose,1973,Detroit,20
4415,Abdel Azim Ashry,1911,Cairo,7
4416,Walter Davis,1954,Pineville,18
4417,Evgeniy Pashutin,1969,Sochi,13
4418,Jason Smith,1974,Melbourne,8
4419,Joe Ingles,1987,Adelaide,25
4420,Frank Lubin,1910,Los Angeles,18
4421,Drew Barry,1973,Oakland,12
4422,Valeri Tikhonenko,1964,Angren,17
4423,Tornike Shengelia,1991,Tbilisi,23
4424,Michael Ruffin,1977,Denver,9
4425,Horace Jenkins,1974,Elizabeth,9
4426,Jodie Meeks,1987,Nashville,20
4427,Giorgi Tsintsadze,1986,Tbilisi,10
4428,Aleksandar Rašić,1984,Šabac,15
4429,Jay Arnette,1938,Austin,15
4430,Omar Cook,1982,Brooklyn,18
4431,Mike Dunleavy Jr.,1980,Fort Worth,19
4432,Tim Floyd,1954,Hattiesburg,9
4433,Jamison Brewer,1980,East Point,9
4434,Tim Thomas,1977,Paterson,16
4435,Matt Guokas,1915,Philadelphia,7
4436,Eglė Šulčiūtė,1985,Marijampolė,5
4437,Mario Delaš,1990,Split,14
4438,Goran Nikolić,1976,Nikšić,10
4439,Mu Tiezhu,1949,,5
4440,Pat Calathes,1985,Casselberry,8
4441,Sean Williams,1986,Houston,14
4442,Paul George,1990,Palmdale,41
4443,Michalis Pelekanos,1981,Korydallos,11
4444,Rudy LaRusso,1937,Brooklyn,12
4445,Jayson Granger,1989,Montevideo,18
4446,Nick Fazekas,1985,Denver,13
4447,Slater Martin,1925,Walker County,18
4448,Carl Thomas,1969,Dayton,5
4449,Charley Shipp,1913,Indianapolis,5
4450,Gabe Muoneke,1978,Ann Arbor,6
4451,Jimmy Baron,1986,East Greenwich,8
4452,Leo Lyons,1987,Topeka,10
4453,Paul McPherson,1978,Chicago,8
4454,Will Bynum,1983,Chicago,18
4455,Edin Bavčić,1984,Foča,15
4456,Ed Dahler,1926,Hillsboro,6
4457,Maurice Jeffers,1979,Morrilton,9
4458,Micheal Ray Richardson,1955,Lubbock,15
4459,Kyle Lowry,1986,Philadelphia,34
4460,Jabari Smith,1977,Atlanta,7
4461,Ekene Ibekwe,1985,Los Angeles,9
4462,Danny Young,1962,Raleigh,6
4463,Ivica Dimcevski,1989,Skopje,6
4464,Ricky Minard,1982,Mansfield,8
4465,Donté Greene,1988,Munich,15
4466,Vinny Del Negro,1966,Springfield,17
4467,Wayman Tisdale,1964,Fort Worth,22
4468,Sedric Toney,1962,Columbus,7
4469,Darius Maskoliūnas,1971,Jonava,16
4470,Daniel Theis,1992,Salzgitter,19
4471,William Buford,1990,Toledo,9
4472,Tamecka Dixon,1975,Linden,9
4473,Petar Naumoski,1968,Prilep,17
4474,Claudio Coldebella,1968,Castelfranco Veneto,10
4475,Carla Thomas,1985,Mechanicsburg,8
4476,Craig Bradshaw,1983,Lower Hutt,5
4477,Carolyn Swords,1989,Sudbury,11
4478,Sin Jung-ja,1980,Masan,8
4479,Charde Houston,1986,Oceanside,9
4480,Brad Wanamaker,1989,Philadelphia,17
4481,Chukwudiebere Maduabum,1991,Lagos,12
4482,Carl Men Ky Ching,1940,Vietnam,5
4483,Carrie Graf,1967,Melbourne,7
4484,Brittainey Raven,1988,Albuquerque,5
4485,Brigitte Ardossi,1987,Melbourne,7
4486,Bruno Coqueran,1970,Créteil,5
4487,Manolo Cintron,1963,Ponce,6
4488,Boris Gorenc,1973,Ljubljana,9
4489,Cathrine Kraayeveld,1981,Bellevue,8
4490,Bineta Diouf,1978,Paris,5
4491,Tomas Ress,1980,Salorno sulla Strada del Vino,9
4492,Bill Almon,1952,Providence,5
4493,Luis Salvadores,1932,Lanco,5
4494,Chelsea Aubry,1984,Kitchener,8
4495,Carl Kilpatrick,1956,Bastrop,8
4496,Dan Grunfeld,1984,Franklin Lakes,8
4497,Chris Crawford,1975,Kalamazoo,8
4498,Courtney Vandersloot,1989,Kent,14
4499,Clinton Smith,1964,Cleveland,7
4500,Bill Clark,1988,Redondo Beach,6
4501,Christelle Diallo,1993,Issy-les-Moulineaux,5
4502,Žarko Rakočević,1984,Kolašin,8
4503,Chris Wright,1988,Trotwood,8
4504,Carmen Guzman,1985,New York City,6
4505,Christian Baltzer,1936,Mulhouse,7
4506,Moshe Mizrahi,1980,Holon,6
4507,Chris Young,1979,Dallas,6
4508,Juan Mendez,1981,Montreal,5
4509,Chris Hill,1983,Chicago,5
4510,Nassira Traore,1988,Bamako,9
4511,Binta Drammeh,1992,Q10562784,7
4512,Brian Goorjian,1953,Glendale,8
4513,Bucky Buckwalter,1933,La Grande,6
4514,Carl Ona Embo,1989,Lille,8
4515,Blake Schilb,1983,Monmouth,14
4516,Vonda Ward,1973,Cleveland,6
4517,Bruno Hamm,1970,Strasbourg,5
4518,Bill Varner,1960,Pittsburgh,5
4519,Jeff Greer,1979,Manhattan,5
4520,Stefano Gentile,1989,Maddaloni,7
4521,Chris Finch,1969,Cambridge,14
4522,Andrea Nagy,1971,Budapest,7
4523,Bill Jones,1966,Detroit,7
4524,Clifford Hammonds,1985,Cairo,11
4525,Carles Marco,1974,Badalona,10
4526,Brian Butch,1984,Appleton,7
4527,Catherine Melain,1974,Rennes,7
4528,Coulby Gunther,1923,New York City,5
4529,Brittney Griner,1990,Houston,40
4530,Chante Black,1985,Austin,7
4531,Rudy D'Amico,1940,Queens,5
4532,Bobby Joe Hatton,1976,Ponce,5
4533,Carldell Johnson,1983,New Orleans,7
4534,Cayla George,1989,Mount Barker,12
4535,Chasity Melvin,1976,Roseboro,12
4536,Carlos González Gallo,1930,Montevideo,10
4537,Chen Ke,1979,Beijing,6
4538,Courtnay Pilypaitis,1988,Manitoba,8
4539,Cameron Long,1988,Palm Bay,7
4540,Clint Capela,1994,Geneva,23
4541,Bintou Diémé,1984,Évreux,7
4542,Brandon Heath,1984,Los Angeles,7
4543,Brett Maher,1973,Adelaide,7
4544,Blake Schilb,1983,Rantoul,14
4545,Wiley Peck,1957,Montgomery,5
4546,Brad Riley,1974,Hamilton,5
4547,Buila Katiavala,1976,Kananga,5
4548,Samy Ameziane,1979,Saint-Denis,6
4549,Morris Finley,1981,Opelika,8
4550,Charles Jones,1975,Brooklyn,6
4551,Chantelle Handy,1987,Consett,7
4552,Brandon Williams,1975,Collinston,8
4553,Bryant Smith,1977,Huntsville,5
4554,Casey Frank,1977,Port Jefferson,6
4555,Charlotte Smith,1973,Shelby,8
4556,Christine Gomis,1968,Paris,6
4557,Lou Silver,1953,New York City,6
4558,Chamberlain Oguchi,1986,Houston,10
4559,Billie Moore,1943,Humansville,7
4560,Borja Vidal Fernández Fernández,1981,Valdés,13
4561,Bojana Vulić,1984,Belgrade,5
4562,Tang Hamilton,1978,Jackson,8
4563,Cedrick Banks,1981,Chicago,6
4564,Christophe Beghin,1980,Schaerbeek - Schaarbeek,7
4565,Briann January,1987,Spokane,10
4566,Casey Schmid,1970,Chicago,5
4567,Motti Aroesti,1954,Givatayim,8
4568,Cleo Hill,1938,Newark,6
4569,Jhornan Zamora,1989,Caracas,5
4570,Bozhidar Avramov,1990,Varna,7
4571,Witold Zagórski,1930,Warsaw,8
4572,Bruno O'Ya,1933,Tallinn,15
4573,Matan Naor,1980,Rehovot,6
4574,Brett Brown,1961,Rockland,13
4575,Amel Bouderra,1989,Mulhouse,8
4576,Antywane Robinson,1984,Charlotte,6
4577,Tony Williams,1978,Louisville,5
4578,Anna Kotočová,1968,Trstená,6
4579,Andre Ingram,1985,Richmond,10
4580,Anton Shoutvin,1989,Luhansk,6
4581,Rich Niemann,1946,St. Louis,5
4582,Harry Zeller,1918,New Kensington,5
4583,Belarmino Mario Chipongue,1974,Lubango,5
4584,Laine Selwyn,1981,New York City,6
4585,Diamon Simpson,1987,Hayward,6
4586,Apostolos Kontos,1949,Greece,7
4587,Bryan Davis,1986,Dallas,6
4588,Torin Francis,1983,Boston,7
4589,Andrea Stinson,1967,Cornelius,10
4590,B. H. Born,1932,Osawatomie,8
4591,Angel Robinson,1987,Queens,10
4592,Arkady Bochkaryov,1931,Moscow,12
4593,Anthony Dobbins,1981,"Washington, D.C.",7
4594,Aminata Nar Diop,1983,Rufisque,5
4595,Florence Lepron,1985,Nantes,15
4596,Anderson Hunt,1969,Detroit,7
4597,Terence Morris,1979,Frederick,11
4598,Artur Drozdov,1980,Yakutsk,6
4599,Aya Traoré,1983,Dakar,7
4600,Byron Wilson,1971,Gary,6
4601,Amy Cissé,1969,Brignoles,5
4602,Giulio Iellini,1947,Trieste,7
4603,Erik Daniels,1982,Cincinnati,8
4604,Andrew Lawrence,1990,Woking,9
4605,Phil Ricci,1980,Sacramento,8
4606,Mikhail Torrance,1988,Eight Mile,5
4607,Richard Roby,1985,San Bernardino,8
4608,Aušra Bimbaitė,1982,Rokiškis,6
4609,Cory Carr,1975,Fordyce,8
4610,Aurélie Bonnan,1983,La Teste-de-Buch,5
4611,Ana Cata-Chitiga,1989,Bucharest,10
4612,Angelo Tsagarakis,1984,Mantes-la-Jolie,6
4613,Quino Colom,1988,Andorra la Vella,15
4614,Sylven Landesberg,1990,Brooklyn,9
4615,Jeff Allen,1961,Norwalk,6
4616,Emmeline Ndongue,1983,Auxerre,15
4617,Aníbal Moreira,1966,Luanda,6
4618,Bernard King,1981,Gibsland,5
4619,Robert Conley,1977,Decatur,8
4620,Kevinn Pinkney,1983,Colton,9
4621,Bernice Mosby,1984,Brooksville,10
4622,Andrea Renzi,1989,Genoa,6
4623,Arnaud Kerckhof,1984,Calais,5
4624,Jan Martín,1984,Hanover,6
4625,Ashley Houts,1987,Trenton,6
4626,André Chavet,1930,Saint-Étienne,6
4627,Joe Fabel,1913,Pittsburgh,5
4628,Tre Kelley,1985,"Washington, D.C.",6
4629,Shellie McMillon,1936,Chicago,6
4630,Amisha Carter,1982,Oakland,5
4631,Joe Wylie,1968,"Washington, D.C.",6
4632,Marcus Hatten,1980,Baltimore,8
4633,Axel Toupane,1992,Mulhouse,15
4634,August Pitzl,1920,Vienna,5
4635,Antoine Eito,1988,Barbezieux-Saint-Hilaire,5
4636,Alex Oriakhi,1990,Lowell,7
4637,Benjamim Avô,1965,Luanda,5
4638,Bernice Mosby,1984,Avon Park,10
4639,Bernard Mayeur,1938,14th arrondissement of Paris,6
4640,Bangaly Kaba,1959,Dakar,5
4641,Arvydas Eitutavičius,1982,Klaipėda,7
4642,Jamie Skeen,1988,Fayetteville,9
4643,Jeff Allen,1961,New York City,6
4644,Dwayne Mitchell,1982,New Orleans,5
4645,Antoine Mendy,1983,Paris,6
4646,Art Long,1972,Rochester,7
4647,Dale Schlueter,1945,Tacoma,6
4648,Charles Gaines,1981,Houston,7
4649,Andrea Cinciarini,1986,Cattolica,14
4650,Amber Harris,1988,Indianapolis,7
4651,Arthur Lee,1977,Los Angeles,5
4652,Carlos Cerutti,1969,Morteros,6
4653,B. J. Anthony,1988,Auckland,6
4654,Danny Ildefonso,1976,Urdaneta,5
4655,Paul Thompson,1961,Smyrna,6
4656,Ben Woodside,1985,Albert Lea,7
4657,Bernard Planque,1932,Villeneuve-le-Roi,6
4658,Bambale Osby,1986,Richmond,6
4659,Liron Cohen,1982,Jerusalem,6
4660,Angie Bjorklund,1989,Spokane,5
4661,Astan Dabo,1992,Mali,5
4662,Anat'oli Boisa,1983,Rustavi,5
4663,Andrew Brackman,1985,Cincinnati,5
4664,Babacar Cissé,1975,Senegal,5
4665,Ton Boot,1940,Amsterdam,7
4666,Axel Julien,1992,Saint-Tropez,7
4667,Nat Frankel,1913,Brooklyn,6
4668,Audrey Sauret,1976,Charleville-Mézières,5
4669,Chubby Cox,1955,Philadelphia,5
4670,Wally Rank,1958,Fort Ord,5
4671,Tom Black,1941,West Salem,6
4672,Timmy Bowers,1982,Milwaukee,5
4673,Andrew Mavis,1976,Vancouver,5
4674,Rick Wilson,1956,Louisville,6
4675,Mark Acres,1962,Inglewood,11
4676,Dorell Wright,1985,Los Angeles,21
4677,Jason Collins,1978,Los Angeles,25
4678,Jose Biriukov,1963,Moscow,10
4679,Henk Norel,1987,Gorinchem,15
4680,Steve Downing,1950,Indianapolis,9
4681,Mitch Kupchak,1954,Hicksville,18
4682,Giorgos Gasparis,1965,Athens,5
4683,Garret Siler,1986,Augusta,6
4684,Maurice Taylor,1976,Detroit,12
4685,Art Collins,1954,Sandersville,6
4686,Taylor Coppenrath,1981,St. Johnsbury,8
4687,Josh Harrellson,1989,St. Charles,14
4688,Matt Walsh,1982,Holland,12
4689,Hryhorii Khyzhniak,1974,Mykolaiv,11
4690,Troy DeVries,1982,Mount Vernon,7
4691,Maya Moore,1989,Jefferson City,24
4692,Jo Jo White,1946,St. Louis,28
4693,Toney Douglas,1986,Jonesboro,19
4694,Simonas Serapinas,1982,Klaipėda,8
4695,Ben Coleman,1961,Minneapolis,10
4696,Nikola Mirotić,1991,Podgorica,33
4697,Wesley Person,1971,Brantley,13
4698,Dmitry Khvostov,1989,Ivanovo,20
4699,Will Venable,1982,Greenbrae,6
4700,Peter Verhoeven,1959,Hanford,5
4701,Ali Traoré,1985,Abidjan,14
4702,Endéné Miyem,1988,Reims,18
4703,David Daniels,1971,Fort St. John,6
4704,Adiljan Suleyman,1967,Xinjiang,8
4705,Marius Prekevičius,1984,Gargždai,10
4706,Peter John Ramos,1985,Fajardo,9
4707,Jimmy King,1973,South Bend,8
4708,Ben McDonald,1962,Torrance,7
4709,Billy Shepherd,1949,Bedford,6
4710,Dan Swartz,1934,Owingsville,8
4711,Doron Shefa,1961,Jerusalem,5
4712,Dante Calabria,1973,Pottstown,7
4713,Tom Sewell,1962,Pensacola,6
4714,Miguel Ángel Estrada Cobeña,1950,Madrid,8
4715,Jerel McNeal,1987,Chicago,8
4716,Antti Nikkilä,1978,Tampere,9
4717,Aleš Pipan,1959,Celje,10
4718,Antonio Davis,1968,Oakland,19
4719,Evgeny Voronov,1986,Lermontov,21
4720,Jimmy McKinney,1983,St. Louis,7
4721,Gordon Herbert,1959,Penticton,13
4722,Dee Bost,1989,Concord,13
4723,Luis Ignacio de la Vega,1914,San Luis Potosí,12
4724,Antwaan Randle El,1979,Riverdale,8
4725,Russell Hinder,1979,Sydney,6
4726,Francesco Vescovi,1964,Varese,5
4727,José Ortiz,1963,Aibonito,10
4728,Melvin Turpin,1960,Lexington,9
4729,Semyon Antonov,1989,Nizhnevartovsk,22
4730,Bob Love,1942,Bastrop,18
4731,Samantha Richards,1983,Melbourne,16
4732,Radivoj Korać,1938,Sombor,25
4733,Goran Kalamiza,1974,Čakovec,6
4734,Antonio Porta,1983,Firmat,16
4735,Tremaine Fowlkes,1976,Los Angeles,8
4736,Todor Gečevski,1977,Kavadarci Municipality,12
4737,Jaume Comas,1974,Premià de Mar,7
4738,Valerie Still,1961,Lexington,5
4739,Lucius Allen,1947,Kansas City,14
4740,Rajko Žižić,1955,Nikšić,17
4741,Irina Rutkovskaya,1969,,6
4742,Stu Inman,1926,Alameda,5
4743,Asjha Jones,1980,Piscataway,17
4744,Alejandro Urtasun,1984,Pamplona,9
4745,Duško Bunić,1989,Novi Sad,5
4746,Charles Oakley,1963,Cleveland,20
4747,Carlos Suárez,1986,Aranjuez,12
4748,Antonello Riva,1962,Rovagnate,13
4749,Isabelle Yacoubou,1986,Godomey,25
4750,Kristaps Valters,1981,Riga,11
4751,Greg Monroe,1990,New Orleans,25
4752,Iker Iturbe,1976,Vitoria-Gasteiz,11
4753,Lewis Brown,1955,Los Angeles,7
4754,Nikolay Varbanov,1985,Lyaskovets Municipality,6
4755,Sergey Karasev,1993,Saint Petersburg,26
4756,Miki Berkovich,1954,Kfar Saba,14
4757,Frank Brian,1923,Zachary,17
4758,Aleksandr Petrov,1939,Baku,13
4759,Stu Jackson,1955,Reading,6
4760,Cory Alexander,1973,Waynesboro,9
4761,Baron Hill,1953,Seymour,9
4762,Marc Salyers,1979,Chicago,10
4763,Domonic Jones,1981,Richmond,6
4764,Jim Brewer,1951,Maywood,14
4765,Willie Somerset,1942,Sharon,7
4766,Viktor Zubkov,1937,Rostov-on-Don,16
4767,Dani Díez,1993,Madrid,11
4768,"Walker Russell, Jr.",1982,Pontiac,6
4769,Hakan Köseoğlu,1981,Istanbul,5
4770,Howard Porter,1948,Stuart,8
4771,Rolando Hourruitiner,1975,Río Piedras,6
4772,Stan Van Gundy,1959,Indio,17
4773,Dainius Adomaitis,1974,Šakiai,17
4774,Aymeric Jeanneau,1978,La Roche-sur-Yon,6
4775,Angelo Gigli,1983,Pietermaritzburg,8
4776,Larry Sanders,1988,Fort Pierce,16
